"data_size","cache_size","hit","miss"
592575,125030,4580522,35048
516140,53,4129025,42
966108,90834,7357896,280134
393872,28,2811466,339482
309812,8,2465965,12523
397946,5215,2993462,184891
684918,43,5479284,17
812337,50,5940185,558461
367963,118913,2804293,20498
859138,8,6843858,29238
308819,119,2450071,20362
845830,112,6571846,194682
553449,139484,4201530,86578
957662,7381,7643134,10781
141016,46378,1036790,44960
944517,57,7515425,40654
463811,73452,3602978,34058
169898,2952,1353196,3036
249132,13248,1860919,118889
436623,129,3447115,45740
701627,91587,5364218,157211
777180,21601,6188958,6881
201382,58271,1547706,5079
869216,42,6953653,33
196072,24700,1487898,55978
870435,555289,6093045,315146
49174,379,391366,1647
788214,24525,6156420,124767
760367,275264,5775859,31813
722049,99,5490033,286260
635048,274473,4733190,72721
218742,85935,1658023,5978
198468,20910,1551920,14914
712346,294974,5310268,93526
102316,6624,777288,34616
987089,95415,7522930,278367
574883,38,4598993,33
134010,18,1072051,11
388074,38096,3062413,4083
526262,2632,4199457,8007
314407,58235,2434967,22054
768089,119219,5857138,168355
322737,28358,2458666,94872
10729,167,85510,155
102482,1199,818611,46
156414,18355,1199287,33670
729887,33376,5803429,2291
592030,29,4216965,519246
205280,2658,1638044,1538
618568,74605,4805146,68793
842464,298121,6415507,26084
998250,114,7985837,49
59999,13611,459578,6803
685491,224264,5246749,12915
838581,294673,6382298,31677
814056,49516,6208023,254909
716737,75331,5561790,96775
465601,183,3712222,12403
149121,31204,1158348,3416
864154,13602,6896806,2824
991785,100,7566726,367454
92256,112,737932,4
99612,1079,793430,2387
683655,264650,5192604,11986
646590,17395,5153761,1564
327307,12886,2504781,100789
921037,187953,7149466,30877
958975,182849,7327456,161495
412286,13211,3136949,148128
544215,61,4071333,282326
494258,5,3471093,482966
89140,50,651720,61350
221356,162,1765363,5323
824180,8322,6565654,19464
488216,32082,3871039,2607
270141,16650,2098456,46022
723016,148436,5612327,23365
629766,71134,4768555,198439
328767,7865,2622028,243
56234,118,441047,8707
949171,57188,7367392,168788
863870,311198,6578690,21072
854902,201,6838957,58
370964,80979,2829965,56768
123266,23512,957430,5186
38235,5515,287732,12633
879377,234281,6718587,82148
275791,142,2184150,22036
289702,32,2317568,16
979914,46765,7603452,189095
322749,71245,2494176,16571
761728,363165,5720256,10403
751417,83411,5734237,193688
72272,15824,551607,10745
744125,39619,5745916,167465
88992,8074,670366,33496
220376,32838,1720806,9364
518765,3,3910192,239925
649459,9733,5179360,6579
467275,179129,3270925,288146
826471,2582,6233866,375320
243636,36397,1860684,52007
491700,99876,3783804,49920
417599,18935,3251349,70508
950443,52036,7225734,325774
560890,142036,4281592,63492
783456,4016,6258989,4643
238481,93354,1806214,8280
292301,98620,2046107,193681
627696,81932,4850771,88865
901998,36443,7001000,178541
372736,10351,2893276,78261
999960,230216,7650843,118621
933971,35132,7099267,337369
226268,4575,1802101,3468
143529,125,1130545,17562
826645,51169,6421585,140406
259312,69523,1970277,34696
36442,8707,280784,2045
32548,10902,241957,7525
507415,149585,3870883,38852
31702,9440,240595,3581
241731,28551,1883318,21979
652974,99450,4973698,150644
575513,200,4603416,488
262967,40040,2007780,55916
767920,12029,6118081,13250
389994,147409,2970917,1626
730667,17556,5612786,214994
303870,58944,2302120,69896
518480,8,4129446,18386
778008,531204,5594683,98177
427341,165,3411869,6694
129602,3075,993993,39748
419420,127529,3216902,10929
155173,8501,1200898,31985
968409,203404,7333831,210037
773713,140440,6000056,49208
793995,23,5635223,716714
562001,125680,4279841,90487
509990,4051,4070068,5801
449275,7654,3585473,1073
483634,41,3489174,379857
798704,43,5776405,613184
940057,124504,7144537,251415
740738,68,5925807,29
766474,2407,6124101,5284
197845,21,1398891,183848
865810,18375,6632193,275912
498167,89330,3832313,63693
357734,6796,2778951,76125
204942,24,1639507,5
28198,4775,218937,1872
49442,8817,384035,2684
720591,36463,5707698,20567
344405,92378,2638759,24103
252173,10116,1928036,79232
194418,1221,1549550,4573
388226,109310,2991957,4541
352747,31552,2686031,104393
463719,124,3650681,58947
435564,74390,3319104,91018
898567,259599,6696743,232194
207118,45541,1550726,60677
700478,5943,5292902,304979
273383,41863,2123701,21500
122611,24440,928696,27752
704104,190621,5434062,8149
401491,23,2848765,363140
557526,202900,4217170,40138
292052,62,2180659,155695
542919,14754,4326900,1698
313081,7355,2346417,150876
965109,4199,7694028,22645
525027,16020,3994848,189348
228744,18422,1754086,57444
901776,302586,6855086,56536
490884,57330,3807300,62442
611619,17999,4868312,6641
962657,52325,7324909,324022
789279,11934,6023376,278922
336412,11834,2593455,86007
452482,16,3199171,420669
856473,259161,6582018,10605
554014,11306,4240310,180496
470075,98,3551877,208625
420396,99061,3181091,83016
442746,33071,3377375,131522
376384,94678,2868131,48263
159031,4783,1210960,56505
104121,36768,796044,156
135356,34529,995169,53150
482768,37888,3744272,79984
858385,12394,6520309,334377
406055,7856,3240514,70
538771,56,3959651,350461
440029,106534,3412214,1484
605035,82551,4608521,149208
721468,31,5771680,33
681960,48664,5297571,109445
700804,19315,5349660,237457
698132,113603,5279909,191544
39206,8651,304481,516
708880,33990,5588620,48430
10227,696,79389,1731
75246,6454,574928,20586
651266,81804,4960994,167330
544499,3575,4220552,131865
785167,84875,6008962,187499
813221,107171,6311288,87309
869138,18865,6924813,9426
753349,138,5956624,70030
823841,37120,6393794,159814
247774,5852,1734418,241922
308744,5321,2385626,79005
400768,121350,3034472,50322
781421,13213,5960675,277480
846403,31,6038945,732248
166400,5350,1246963,78887
362575,8641,2807814,84145
664506,9134,5297160,9754
213208,8921,1647324,49419
816093,81540,6241293,205911
618470,84688,4802378,60694
248707,30634,1957550,1472
592768,101123,4598720,42301
733839,14,5870642,56
569435,9154,4420146,126180
308514,13831,2353072,101209
863809,7479,6894048,8945
839243,17701,6688851,7392
848883,15199,6450752,325113
983846,179035,7631092,60641
841518,148676,6418168,165300
367679,94828,2844448,2156
875259,13007,6633212,355853
833829,122340,6377761,170531
924055,347196,7042236,3008
991660,305152,7503942,124186
459325,65098,3531412,78090
484650,2290,3612686,262224
106099,7682,818854,22256
932861,57864,7240686,164338
311475,38266,2393962,59572
159434,3195,1268784,3493
30419,10622,229382,3348
524911,37731,4001803,159754
855001,101435,6527359,211214
170105,28,1209706,151106
58647,845,467155,1176
265736,29696,2072277,23915
171815,71684,1302572,264
135915,52128,1032993,2199
158078,146,1249031,15447
859620,60,6386766,490134
593842,54,4750663,19
728448,72517,5636498,118569
609315,70007,4633568,170945
205317,20591,1579928,42017
59592,11915,458497,6324
309012,103225,2345731,23140
750334,1426,5987877,13369
517230,1295,4120614,15931
976342,188200,7572893,49643
28580,6489,221643,508
433300,7442,3457861,1097
822803,36220,6507359,38845
134975,1644,1048448,29708
770137,17880,6141354,1862
509789,31,4078264,17
61355,6961,472846,11033
976217,52,7205145,604539
591587,38,4246806,485852
711262,3745,5340340,346011
243382,80597,1862961,3498
124647,29978,966508,690
309104,2491,2386152,84189
844736,158,6728176,29554
725232,6502,5633791,161563
514293,148,4082918,31278
347164,25407,2659860,92045
793279,78331,5921146,346755
998420,70,7987276,14
459603,52773,3497515,126536
545594,76997,4170105,117650
341245,18457,2593034,118469
803951,10720,6221528,199360
239640,36413,1833022,47685
198264,26054,1540104,19954
438118,56,3504878,10
46275,1795,368388,17
969040,348602,7392169,11549
776118,12,6208817,115
522542,30125,3993891,156320
708720,101701,5495458,72601
886980,175049,6770080,150711
45284,49,330672,31551
931948,354164,7043985,57435
182960,2470,1456647,4563
777509,34,6220002,36
349054,19141,2686622,86669
423807,153740,3182132,54584
543368,113662,4119608,113674
991043,3262,7884597,40485
401364,35,2938648,272229
695957,75,5567564,17
76855,7,610262,4571
345160,138111,2622882,287
397311,79929,3086404,12155
910698,277907,6926537,81140
647277,138,5121911,56167
925918,142,7324724,82478
546817,85151,4241806,47579
643555,15327,5128998,4115
90357,3679,717513,1664
479081,95163,3721603,15882
296273,3971,2360998,5215
818474,203314,6247966,96512
834733,3,5845955,831906
157188,137,1241938,15429
279070,30208,2116804,85548
311624,44581,2414662,33749
858952,161987,6542734,166895
405316,25504,3148541,68483
90170,74529,631190,15641
661542,127840,5134593,29903
69666,8120,533136,16072
137280,9658,1027156,61426
120775,5,945839,20356
583561,71481,4517165,79842
383824,33255,3021304,16033
424716,29,3397686,13
375360,89988,2884120,28772
72947,1095,561503,20978
999977,82498,7753802,163516
143351,25,1146782,1
37753,8754,291224,2046
925562,340398,7055314,8784
656892,53071,5090155,111910
806162,70070,6255356,123870
802884,42881,6078670,301521
815266,32464,6333186,156478
152520,32565,1184810,2785
831242,28053,6573816,48067
280314,14690,2137240,90582
281799,33171,2213373,7848
571747,169,4566145,7662
928405,47,7427160,33
276792,4196,2150095,60045
137076,23124,1064749,8735
226852,3371,1721749,89696
282650,70231,2167696,23273
906876,53258,6827389,374361
814866,185484,6309532,23912
653729,10410,5217307,2115
198032,25,1411698,172533
484223,4939,3857962,10883
821310,228751,6166714,175015
456331,22616,3582179,45853
338938,112449,2578250,20805
508410,14808,3862052,190420
47687,11260,368029,2207
318535,131343,2415966,971
441767,52,3534082,2
382238,16881,2941385,99638
953345,165627,7275388,185745
758383,163,6051451,15450
927234,34803,7050152,332917
842387,140330,6434344,164422
970198,11697,7743191,6696
36990,6922,286363,2635
880970,121726,6837611,88423
165161,10673,1282924,27691
482356,136,3812738,45974
477433,70682,3708718,40064
92375,21314,717537,149
529643,2396,4017098,217650
855072,92991,6496092,251493
517941,28946,4020453,94129
471413,724,3746802,23778
262925,6692,2042368,54340
13534,1920,100701,5651
886620,322709,6747925,22326
255751,33,2045965,10
420828,30783,3299387,36454
735663,96631,5714777,73896
191363,47130,1453687,30087
454017,49,3317636,314451
148149,19,1185168,5
169744,2175,1347355,8422
900046,29,6426996,773343
482224,3680,3843536,10576
188683,20050,1433552,55862
361391,122973,2755101,13054
824545,128705,6382312,85343
905578,97884,7024942,121798
305220,154,2429389,12217
584398,16,4675110,58
222746,6645,1724251,51072
677672,31,5421271,74
982350,5600,7625116,228084
318162,21641,2425614,98041
466540,101123,3624139,7058
116801,4332,882664,47412
573789,147,4549422,40743
637083,16652,4828003,252009
806021,116589,6240889,90690
681551,220118,5206573,25717
135001,1597,1075951,2460
934486,27938,7446552,1398
136155,12,1089210,18
559905,26,4479164,50
556637,45768,4324054,83274
147351,34728,1142125,1955
634325,117182,4923848,33570
276680,57579,2115746,40115
938399,22476,7326241,158475
603997,36585,4671674,123717
377869,61,2816122,206769
508016,131,4012945,51052
935733,189269,7136318,160277
189536,43149,1452896,20243
306213,44,2449650,10
472975,37,3783755,8
110592,9405,837166,38165
639263,143999,4877003,93102
350365,123900,2612549,66471
115330,11286,882289,29065
313582,51469,2399235,57952
353719,89055,2727917,12780
277227,116,2175044,42656
472129,109989,3604231,62812
818661,10358,6523704,15226
401314,27132,3129267,54113
913138,238974,6933314,132816
139189,16042,1081178,16292
917492,67,7339824,45
628601,31582,4987841,9385
808931,28012,6409048,34388
185244,40088,1410495,31369
56821,9011,433741,11816
794542,58149,6166278,131909
810966,2,5677785,809941
209649,282,1676388,522
185660,144,1469426,15710
291714,10164,2306089,17459
342232,31,2737807,18
532222,6689,4247030,4057
471664,84,3571090,202138
627691,54653,4766677,200198
714311,87156,5450647,176685
637082,130133,4944152,22371
130460,3929,1038193,1558
536824,28,4294537,27
856761,1612,5997327,855149
282709,9,2254757,6906
475718,25495,3636707,143542
721977,154426,5608099,13291
794543,146382,6172189,37773
974259,141458,7568313,84301
535355,61994,4142895,77951
574338,116869,4430098,47737
717926,2804,5729216,11388
55846,11586,414945,20237
41600,214,328755,3831
570018,64721,4310140,185283
923890,26110,7225072,139938
868288,89046,6618407,238851
208098,79403,1552434,32947
135479,22,1083808,2
665074,3,4960430,360159
738887,135561,5623734,151801
813894,14257,5697258,799637
768543,106617,5875751,165976
774679,8591,5885908,302933
128049,21177,982012,21203
915846,36,6569220,757512
40234,6811,308960,6101
337828,27234,2619157,56233
30305,4526,230594,7320
215201,147,1706353,15108
613782,31578,4872424,6254
941709,26890,7503484,3298
799755,122873,6202035,73132
134790,20562,1036708,21050
177190,84415,1321251,11854
717557,226667,5469325,44464
386834,3004,3086621,5047
306482,28819,2378941,44096
222720,52827,1687633,41300
434535,8810,3308317,159153
380029,47727,2952114,40391
915238,175,7319573,2156
230669,1,1672016,173335
165665,4070,1259932,61318
282585,30,2260634,16
942574,6049,7316112,218431
154445,8865,1198793,27902
705761,74131,5360963,210994
336783,104090,2543450,46724
304852,7333,2341587,89896
693315,194485,5290840,61195
467720,53,3741694,13
215934,19179,1661658,46635
631897,5964,5035766,13446
667277,18119,5080782,239315
698826,212686,5212028,165894
447041,102510,3406496,67322
110289,3092,856697,22523
567339,2546,4397868,138298
220753,8552,1680070,77402
290898,25002,2267318,34864
538167,1351,4293472,10513
32149,186,256682,324
860862,14580,6510132,362184
387735,109226,2963652,29002
173656,84,1302238,86926
992980,389256,7520750,33834
65983,2473,525279,112
850038,105003,6490083,205218
794715,154979,6163346,39395
386113,39388,2948096,101420
800009,72,6399999,1
990157,293578,7562473,65205
734069,254560,5138483,479509
351197,40,2809526,10
553980,6067,4290799,134974
89968,18993,687223,13528
88517,10,707030,1096
707379,291135,5355838,12059
109127,6880,847699,18437
151624,12654,1175361,24977
217881,146,1727187,15715
747198,55,5568762,408767
631347,122893,4904461,23422
551876,96429,4186470,132109
689161,264134,5136724,112430
99310,41707,745542,7231
617497,172125,4706353,61498
981842,187676,7489436,177624
677790,46044,5156430,219846
784006,119435,6090307,62306
405693,497,3221175,23872
146432,193,1168329,2934
929369,107427,7213554,113971
965452,31731,7616130,75755
309480,12748,2404060,59032
38660,8700,300234,346
53823,9686,413964,6934
923542,148,7331009,57179
877816,39650,6968511,14367
293990,1544,2343154,7222
206000,52941,1577931,17128
226078,104957,1690105,13562
547939,52,4383436,24
501464,114,3922443,89155
249230,63901,1897512,32427
550237,32181,4254004,115711
444304,21,3554388,23
542908,77377,4112864,153023
689804,19491,5310113,188828
488816,86775,3794358,29395
227919,64622,1745618,13112
763485,68,6107806,6
253797,21,2030345,10
100543,27023,774338,2983
688292,109784,5291541,105011
103315,38247,779498,8775
31009,49,226509,21514
407806,65630,3149897,46921
707413,4750,5653296,1258
229185,30,1833444,6
634997,764,5064706,14506
776687,17,6213386,93
632390,242457,4813199,3464
76542,1,555402,56933
421623,107964,3216031,48989
249172,93359,1889941,10076
622633,97923,4809827,73314
594982,190969,4466932,101955
711972,13913,5672270,9593
466856,128651,3540290,65907
317762,34318,2450683,57095
599581,53520,4630275,112853
357718,19434,2759617,82693
600768,172988,4578270,54886
18964,148,150750,814
71451,16650,546163,8795
786579,52,6292565,15
115411,12736,890464,20088
503125,55827,3908358,60815
558904,26253,4265208,179771
704616,20,5636834,74
234029,1422,1817956,52854
705676,225511,5350692,69205
942205,17603,7509518,10519
93946,2487,704768,44313
376419,141,2977273,33938
353477,7921,2742201,77694
315259,56492,2448972,16608
875386,144791,6687036,171261
323857,61454,2509741,19661
268236,4524,2140520,844
363323,93736,2543261,269587
30602,11,244793,12
311535,17955,2397959,76366
844079,9,6733876,18747
635251,24027,4934748,123233
847957,54,6783546,56
144900,13613,1122690,22897
488618,42,3532035,376867
22389,2519,172028,4565
564529,12513,4256924,246795
708758,193253,5406126,70685
441592,91400,3365804,75532
579645,209624,4379016,48520
163451,1469,1304185,1954
272046,52383,2058418,65567
850798,127665,6609174,69545
979730,117142,7475727,244971
349215,41987,2681735,69998
138260,6,1095583,10491
143479,8371,1092770,46691
837300,20,6698291,89
325262,8155,2592104,1837
506440,52,4051454,14
787259,175,6296520,1377
366750,124,2885783,48093
425642,121346,3248287,35503
737048,68626,5719573,108185
812783,117699,6307836,76729
613147,122836,4698014,84326
969469,33639,7511623,210490
766111,56,6128790,42
971700,81,7773477,42
871565,9601,6627588,335331
452909,13,3623206,53
476297,12,3361187,449177
414720,80278,3154320,83162
349753,95,2639876,158053
199754,27310,1566027,4695
65012,9154,497435,13507
784331,36094,5975404,263150
407965,422,3246509,16789
802116,241664,6113041,62223
337300,42,2438223,260135
12172,3285,93251,840
912789,90121,6941824,270367
896485,290879,6772182,108819
858792,265918,6514414,90004
436403,56041,3314060,121123
837050,73586,6361480,261334
241883,1640,1844742,88682
133978,20011,1021293,30520
461335,72765,3583725,34190
465010,31329,3633632,55119
191129,17,1529008,7
863746,7655,6583982,318331
268558,55807,2041526,51131
815715,37,5858989,666694
292723,66435,2273899,1450
528302,56690,4103964,65762
91905,36305,688258,10677
226650,3256,1805557,4387
964899,100845,7489617,128730
977225,187,7813819,3794
505160,71647,3918198,51435
519635,5675,3934514,216891
175886,12044,1320162,74882
994390,58207,7572321,324592
507081,40921,4015505,222
40078,7386,304764,8474
948327,219010,7288892,78714
863982,80454,6581420,249982
344405,76701,2675369,3170
400627,5,3137441,67570
575862,29912,4445031,131953
225791,104,1733032,73192
579990,71056,4499475,69389
878194,121927,6147358,756267
210016,42904,1613503,23721
929985,95341,7198327,146212
181523,50280,1381927,19977
759356,20492,5896162,158194
161474,1431,1281829,8532
91325,11673,645259,73668
357127,46486,2774194,36336
206765,56819,1588232,9069
806946,196219,6151693,107656
898889,51270,6968924,170918
432024,73497,3298564,84131
408361,47933,3125584,93371
842379,193772,6435485,109775
346734,68835,2656675,48362
793367,104,6026509,320323
212615,45157,1613226,42537
447277,136393,3411808,30015
337431,9736,2687375,2337
181011,21663,1267077,159348
229721,1539,1832211,4018
859051,67,6421417,450924
252303,29234,1971456,17734
739124,180366,5598494,134132
117070,148,927884,8528
106889,651,849197,5264
311125,3259,2482835,2906
225707,92814,1707778,5064
799641,23526,6372138,1464
932463,294250,7103746,61708
269984,87526,2028836,43510
722401,46,5779143,19
446261,5412,3425442,139234
45868,3715,354154,9075
983640,41414,7516557,311149
723635,65,5407924,381091
254521,55430,1977167,3571
795001,121,6242461,117426
559457,25543,4405355,44758
484874,10390,3863052,5550
335164,15843,2546259,119210
190034,23366,1471409,25497
801662,15,6413201,80
563488,85871,4341705,80328
123026,10784,948037,25387
869938,26552,6801741,131211
754233,166520,5859038,8306
475070,111043,3684398,5119
472923,122717,3618653,42014
344317,29443,2685811,39282
671380,58,5370948,34
889257,46493,6790072,277491
896829,80,6811066,363486
412540,7376,3204731,88213
182561,13659,1406457,40372
680790,160873,5202771,82676
280327,25947,2172855,43814
919658,121624,7131387,104253
611652,82,4620812,272322
304706,43,2437602,3
342135,36823,2636134,64123
845431,116236,6448443,198769
449843,54,3598680,10
880736,311837,6721618,12433
241914,47459,1851904,35949
992498,121144,7704048,114792
548991,75585,4258671,57672
878008,12591,6996898,14575
125660,40226,946516,18538
507457,27,4059607,22
879054,106823,6828726,96883
280495,40000,2161692,42268
485333,55418,3770133,57113
474462,28240,3598295,169161
843355,71,6746744,25
891466,278950,6813504,39274
715720,199004,5458869,67887
439885,31016,3346945,141119
424642,62,3171240,225834
579499,114442,4417938,103612
891591,94345,6920147,118236
606556,68,4539027,313353
326159,58203,2533617,17452
417845,104528,3193155,45077
261868,35,1876734,218175
501456,35221,3895364,81063
565016,115932,4326339,77857
422448,116042,3220065,43477
489313,26,3914455,23
961334,6201,7672442,12029
267650,28784,2106179,6237
683984,32304,5431460,8108
340863,119714,2606707,483
355556,56983,2745947,41518
208821,39042,1595924,35602
718554,1586,5727335,19511
388038,98378,2960439,45487
119581,2749,912048,41851
567317,18994,4398460,121082
792208,6312,5975796,355556
116537,3831,891402,37063
24090,553,191496,671
300692,31243,2335815,38478
201965,59601,1551924,4195
44821,3079,342522,12967
567623,6898,4524288,9798
892193,258415,6772631,106498
109376,61,806467,68480
807085,166350,6269671,20659
681234,43539,5160856,245477
274587,123,2160217,36356
252644,50,1846413,174689
349859,110941,2609533,78398
766139,167620,5944800,16692
109208,18,873643,3
403801,11407,3217579,1422
104712,19874,810682,7140
290846,30338,2255566,40864
573589,29230,4375395,184087
662523,53886,5127461,118837
774807,461875,5423649,312932
536651,94905,4086913,111390
543328,76,4346527,21
116650,2,871297,61901
784266,18646,6113049,142433
488031,87381,3789775,27092
45563,4022,353869,6613
746006,141003,5533824,293221
557940,108498,4334177,20845
385535,4,2997783,86493
942458,91,7096519,443054
920801,6763,7336134,23511
683915,65453,5312820,93047
944020,159,7490897,61104
890583,172,7121876,2616
315891,39,2527083,6
186255,14680,1446802,28558
789742,262777,6004255,50904
94211,14,753671,3
743645,294,5900439,48427
834747,109,6677863,4
563535,16024,4491049,1207
626504,1,4545986,466045
343405,7074,2569315,170851
832311,4600,6287836,366052
343132,72,2730675,14309
59573,7748,448118,20718
498047,52669,3797732,133975
637840,42,5102663,15
321323,58,2390035,180491
983633,42603,7823288,3173
194038,263,1544357,7684
521239,29436,4049102,91374
368503,37980,2862566,47478
407448,39139,3159092,61353
784774,180250,5956700,141242
169107,40209,1294111,18536
84326,12717,654991,6900
926194,11055,7135792,262705
443838,4703,3538028,7973
626544,49056,4867167,96129
543720,8697,4327476,13587
771623,39,6172915,30
749078,126760,5810458,55406
602867,36449,4683173,103314
990433,16,7923335,113
786546,9,5534260,758099
452276,79915,3459395,78898
824086,7875,6568211,16602
545083,78383,4233687,48594
819481,100644,6261918,193286
883569,235806,6634309,198437
523379,44,4186982,6
287361,12608,2232231,54049
970006,106267,7523666,130115
623962,118,4901150,90428
501262,58,3712600,297438
164596,1009,1311906,3853
947310,18348,7283456,276676
230385,27839,1791799,23442
955623,72250,7209360,363374
830231,179668,6440100,22080
683645,170,5441217,27773
732551,84,5860312,12
961236,23553,7666134,201
316418,9793,2449934,71617
496061,137,3923050,45301
254631,2490,2029490,5068
761313,76,5667313,423115
789540,116657,6127397,72266
868281,72798,6739910,133540
969896,10319,7454373,294476
528458,20,4227596,48
550308,132359,4268904,1201
987769,275944,7559912,66296
990032,29,7077740,842487
715304,127914,5448571,145947
126679,36,909056,104340
244154,5582,1861024,86626
252883,43510,1935185,44369
146271,573,1124413,45182
780689,81,6245415,16
116643,14,933120,10
882769,76791,6736205,249156
656307,39328,5200961,10167
431305,10075,3350402,89963
129017,95,985252,46789
448064,21830,3493451,69231
264782,33626,2028615,56015
868205,147475,6744447,53718
116710,31102,893194,9384
142055,23365,1069667,43408
788582,35,5658878,649743
409905,57829,3178237,43174
359798,6944,2865482,5958
271331,60682,2096715,13251
807359,75,6018896,439901
666338,140272,5086283,104149
556740,14183,4310295,129442
966680,8335,7714629,10476
202109,90,1539426,77356
983361,149,7805879,60860
154113,31607,1166651,34646
366233,78475,2844007,7382
136007,56889,1025355,5812
194126,13019,1479371,60618
471986,34,3380760,395094
467282,5690,3728144,4422
837545,137799,6372232,190329
608557,78,4868363,15
747617,211424,5716136,53376
360998,5456,2877587,4941
759083,5028,5768234,299402
360167,19225,2783584,78527
63676,13159,489136,7113
872579,50357,6627270,303005
798679,88011,6204351,97070
312343,57636,2377675,63433
828479,29,6627722,81
319079,64,2358281,194287
482937,64047,3683065,116384
683764,7621,5301604,160887
369366,55994,2826393,72541
703868,139,5564848,65957
896389,165738,6950653,54721
666083,125182,5174257,29225
21831,4986,169511,151
102111,17761,778396,20731
670286,34649,5288196,39443
469768,45680,3562026,150438
140366,22,1122901,5
688334,145813,5237242,123617
302728,11,2421757,56
975369,199355,7437794,165803
799602,169850,5853609,373357
932552,59046,7163503,237867
139354,10301,1068553,35978
285611,23797,2218615,42476
766569,18355,5892720,221477
611437,12791,4280059,598646
450252,27727,3516198,58091
365492,24462,2833226,66248
585682,33578,4651437,441
521209,68926,4045804,54942
336936,67535,2579026,48927
876820,1356,6986775,26429
230547,18823,1789514,36039
909374,106921,6958126,209945
904661,28002,7074038,135248
422398,134130,3215044,30010
81597,19,577647,75110
100235,9445,763746,28689
445251,50489,3458786,52733
94444,17665,726877,11010
157449,47055,1211156,1381
795358,211501,6073794,77569
222067,7010,1725056,44470
624901,16653,4902831,79724
656874,15918,5007024,232050
84554,2129,673468,835
118188,6024,894214,45266
592874,53492,4599581,89919
408228,233,3249555,16036
201054,9209,1531052,68171
192119,10,1535348,1594
637083,142,5029946,66576
951057,210848,7388112,9496
225189,40315,1744654,16543
322665,45361,2471096,64863
546597,40736,4170369,161671
767030,35286,5915132,185822
808099,220466,6169863,74463
42007,11,336034,11
500075,38545,3884657,77398
757869,25085,5723661,314206
403832,105483,3088708,36465
137130,41123,1040785,15132
999585,260873,7606168,129639
622301,25,4430855,547528
56888,12705,440860,1539
802327,32350,6376639,9627
422891,29138,3343904,10086
618237,8,4920926,24962
315541,11349,2451133,61846
953488,361857,7260888,5159
735868,259302,5595500,32142
752676,161150,5836792,23466
316315,39649,2409118,81753
237110,196,1896617,67
658142,8909,5106574,149653
404201,62676,3082721,88211
708798,34153,5501984,134247
814867,114131,6303178,101627
811296,198208,5907620,384540
279724,69,2076202,161521
124166,31205,946193,15930
730013,93994,5632531,113579
441662,9256,3379664,144376
490367,11890,3761592,149454
421668,123795,3212744,36805
687195,190,5486967,10403
768946,44525,5947311,159732
671965,7650,5120404,247666
942852,305927,7125171,111718
638523,112611,4953117,42456
254294,23594,1972888,37870
160426,22571,1240153,20684
952769,157923,7249483,214746
643995,66805,4890487,194668
913878,28839,7281513,672
100637,1619,781696,21781
779173,196585,5948595,88204
998942,72,7991445,19
669175,260861,5058001,34538
968912,73,7751212,11
250299,17,2002355,20
421408,78146,3239001,54117
741787,13668,5910950,9678
248739,17199,1930736,41977
212356,1083,1643556,54209
272703,38864,2107263,35497
391243,16174,2981471,132299
681408,101209,5197608,152447
86308,11580,645202,33682
78083,13004,601860,9800
829254,22,6633961,49
68100,15837,519894,9069
338365,25133,2597874,83913
562082,16028,4480287,341
734582,56349,5697872,122435
928927,17353,7092824,321239
861799,119154,6637316,137922
648840,111696,5002636,76388
456636,2141,3644223,6724
559734,8,4458742,19122
790661,61,5825042,500185
409596,92,3085019,191657
971753,140268,7548902,84854
215105,19100,1647037,54703
806182,164849,6262587,22020
375983,10744,2920712,76408
304995,56832,2324544,58584
203003,34,1623988,2
607250,177943,4613782,66275
185378,2000,1477547,3477
282448,38537,2194042,27005
466406,147377,3552207,31664
625002,95315,4751090,153611
204240,36125,1555502,42293
484100,13420,3668585,190795
596228,8593,4753705,7526
279906,4683,2229131,5434
620776,18,4966149,41
828517,6302,6354559,267275
773966,168627,6011358,11743
64589,13879,490329,12504
193978,2328,1544607,4889
326737,15122,2538138,60636
950938,28,6769403,838073
272163,819,2168180,8305
727975,21044,5801815,941
145046,25992,1124501,9875
462532,4,3597268,102984
565709,34603,4372524,118545
570144,124441,4366481,70230
280677,1,2031344,214071
763207,25134,5958211,122311
73397,153,583959,3064
483697,8213,3715430,145933
566471,11820,4333909,186039
15444,455,122908,189
473381,20890,3662135,104023
454274,7439,3450954,175799
518888,43,4151045,16
125835,148,997997,8535
545658,36900,4232796,95568
245363,34434,1883249,45221
691012,41754,5293903,192439
156584,60047,1189345,3280
976307,39353,7747687,23416
703382,123,5533080,93853
883843,43172,6636363,391209
289901,61237,2229257,28714
625277,82,4667990,334144
741138,154581,5585249,189274
519736,162766,3983833,11289
825329,37,5920286,682309
466917,146581,3585941,2814
178402,51305,1349325,26586
946380,110386,7308047,152607
235356,660,1873215,8973
500282,23542,3842561,136153
179308,47430,1386894,140
755199,19,5336841,704732
891741,51,7133864,13
545795,160,4351818,14382
65889,3561,510448,13103
349073,42591,2654339,95654
41743,5596,292201,36147
896486,38017,6824041,309830
185177,38691,1427695,15030
522506,1749,3946854,231445
586018,224332,4434439,29373
549725,3149,4378986,15665
854374,17122,6808292,9578
856463,50092,6536325,265287
840037,303587,6382587,34122
14265,902,109131,4087
687787,34201,5227355,240740
503250,107312,3841979,76709
582652,224024,4390814,46378
527099,11517,4093016,112259
46669,10233,362474,645
56392,30403,420514,219
934779,6228,7250111,221893
